,Transaction date,Transaction type,Num,Customer full name,Vendor,Memo/Description,Cleared,Amount
,11/21/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-A7X0K1Y0N7W5           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,1966.01
2435,,,,,,,,
,11/21/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-Q9D9F9A1J4Y5           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,666.61
,11/21/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-Q9D9F9A1J4Y5           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,666.61
2439,,,,,,,,
,11/21/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:0C77QMP9J9L3LCH           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,Reconciled,103.89
,11/21/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:0C77QMP9J9L3LCH           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,,103.89
2433,,,,,,,,
,11/22/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-T7B9C3F9E7S2           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,2106.28
,11/22/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-T7B9C3F9E7S2           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,2106.28
2436,,,,,,,,
,11/22/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-C9M0C5K6F4Y6           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,574.96
,11/22/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-C9M0C5K6F4Y6           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,574.96
2446,,,,,,,,
,11/25/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-N5I0F1L5S2P0           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,2528.4
,11/25/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-N5I0F1L5S2P0           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,2528.4
2447,,,,,,,,
,11/25/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-U8W3E5L3A9P5           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,24.25
,11/25/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-U8W3E5L3A9P5           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,24.25
2448,,,,,,,,
,11/25/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-W4A1W5V1R2T0           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,358.74
,11/25/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-W4A1W5V1R2T0           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,358.74
2449,,,,,,,,
,11/26/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-M9P0N0B4L4R0           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,247.13
,11/26/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-M9P0N0B4L4R0           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,247.13
2450,,,,,,,,
,11/26/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-Y8N0Q3T7K7V8           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,7266.02
,11/26/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-Y8N0Q3T7K7V8           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,7266.02
2451,,,,,,,,
,11/26/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-X5D8E4C9W7T1           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,8.5
,11/26/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-X5D8E4C9W7T1           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,8.5
2466,,,,,,,,
,11/26/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:NTRNSADTOYE8J26           INDN:Rick's Tackle Outlet    CO ID:XXXXX98000 CCD,Reconciled,37.08
,11/26/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:NTRNSADTOYE8J26           INDN:Rick's Tackle Outlet    CO ID:XXXXX98000 CCD,,37.08
2467,,,,,,,,
,11/26/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:MWAV1D7VFMDR6SE           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,Reconciled,195.53
,11/26/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:MWAV1D7VFMDR6SE           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,,195.53
2483,,,,,,,,
,11/26/2024,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX75895296             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,3261.5
,11/26/2024,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX75895296             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,3261.5
2452,,,,,,,,
,11/27/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-V1X7T9Q4L9O1           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,3602.33
,11/27/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-V1X7T9Q4L9O1           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,3602.33
2453,,,,,,,,
,11/27/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-C1D4K0E6M2K4           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,501.16
,11/27/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-C1D4K0E6M2K4           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,501.16
2454,,,,,,,,
,11/27/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-I5X5P9A1X9V3           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,29.77
,11/27/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-I5X5P9A1X9V3           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,29.77
2456,,,,,,,,
,11/29/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-S9Z9I5X1I4J2           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,47.57
,11/29/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-S9Z9I5X1I4J2           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,47.57
2457,,,,,,,,
,11/29/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-K6Q3X4L8B5C6           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,1188.61
,11/29/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-K6Q3X4L8B5C6           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,1188.61
2459,,,,,,,,
,11/29/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-E9V6C0D6D0M3           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,192.7
,11/29/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-E9V6C0D6D0M3           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,192.7
2475,,,,,,,,
,11/29/2024,Deposit,,,,Amazon.com.ca In DES:INTL PYMNT ID:12889VJ00003GD            INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX00247 IAT           PMT INFO: BUS XXXXXXXXXX00007087 12889VJ00003GD             FOR MORE INFORMATION CONTACT CUSTOMER SERVICE,Reconciled,70.87
,11/29/2024,Deposit,,,,Amazon.com.ca In DES:INTL PYMNT ID:12889VJ00003GD            INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX00247 IAT           PMT INFO: BUS XXXXXXXXXX00007087 12889VJ00003GD             FOR MORE INFORMATION CONTACT CUSTOMER SERVICE,,70.87
2476,,,,,,,,
,11/29/2024,Deposit,,,,AMAZON.CXSZ1T1JO DES:PAYMENTS   ID:723ZHVTRX8YCQEO           INDN:Outdoor Playground Inc  CO ID:XXXXX40102 CCD,Reconciled,1104.88
,11/29/2024,Deposit,,,,AMAZON.CXSZ1T1JO DES:PAYMENTS   ID:723ZHVTRX8YCQEO           INDN:Outdoor Playground Inc  CO ID:XXXXX40102 CCD,,1104.88
2468,,,,,,,,
,11/30/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-Z4A2R4E6G1F8           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,5948.36
,11/30/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-Z4A2R4E6G1F8           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,5948.36
2511,,,,,,,,
,11/30/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-D2X9E6X1T4P9           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,15105.39
,11/30/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-D2X9E6X1T4P9           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,15105.39
2464,,,,,,,,
,12/02/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-M7E3Q7A4S8K5           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,292.64
,12/02/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-M7E3Q7A4S8K5           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,292.64
2465,,,,,,,,
,12/02/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:ZTWOVQYOW6L9N1F           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,Reconciled,62.93
,12/02/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:ZTWOVQYOW6L9N1F           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,,62.93
2469,,,,,,,,
,12/02/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-J7X4W8C2X9R6           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,152.83
,12/02/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-J7X4W8C2X9R6           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,152.83
2505,,,,,,,,
,12/03/2024,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX38179           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 345972           XXXXX89183738",Reconciled,7.48
,12/03/2024,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX38179           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 345972           XXXXX89183738",,7.48
2506,,,,,,,,
,12/03/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-O6P4U3E1D2A5           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,462.89
,12/03/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-O6P4U3E1D2A5           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,462.89
2507,,,,,,,,
,12/03/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:S47MPXKO1O6A045           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,Reconciled,256.94
,12/03/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:S47MPXKO1O6A045           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,,256.94
2508,,,,,,,,
,12/03/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:L188W888EKC56JG           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,Reconciled,181.8
,12/03/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:L188W888EKC56JG           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,,181.8
2509,,,,,,,,
,12/03/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:5YTVEOZUHRSU4XH           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,Reconciled,197.07
,12/03/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:5YTVEOZUHRSU4XH           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,,197.07
2510,,,,,,,,
,12/03/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-G1F2I5I1S9T4           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,67.68
,12/03/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-G1F2I5I1S9T4           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,67.68
2513,,,,,,,,
,12/03/2024,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX53623228             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,4696.64
,12/03/2024,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX53623228             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,4696.64
2515,,,,,,,,
,12/04/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-C2A6T1W9P6E1           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,2424.16
,12/04/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-C2A6T1W9P6E1           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,2424.16
2516,,,,,,,,
,12/04/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-Q8R7S3Y1Z0A1           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,243.12
,12/04/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-Q8R7S3Y1Z0A1           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,243.12
2536,,,,,,,,
,12/04/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:6H59221E69CDJMP           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,Reconciled,147.99
,12/04/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:6H59221E69CDJMP           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,,147.99
2517,,,,,,,,
,12/05/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-V7P6D9A0U8E3           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,15684.86
,12/05/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-V7P6D9A0U8E3           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,15684.86
2518,,,,,,,,
,12/05/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-T2M7C9T1S8L2           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,6695.66
,12/05/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-T2M7C9T1S8L2           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,6695.66
2519,,,,,,,,
,12/05/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-G9K0Q0K3C2L9           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,22.82
,12/05/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-G9K0Q0K3C2L9           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,22.82
2535,,,,,,,,
,12/05/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:GRHM0T1VLVEFQDB           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,Reconciled,59.06
,12/05/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:GRHM0T1VLVEFQDB           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,,59.06
2520,,,,,,,,
,12/06/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-F9V5E5T7R2Z4           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,2237.27
,12/06/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-F9V5E5T7R2Z4           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,2237.27
2521,,,,,,,,
,12/06/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-M0B7O8D1Y1V4           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,470.39
,12/06/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-M0B7O8D1Y1V4           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,470.39
2534,,,,,,,,
,12/06/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:WXGAWCIJ2LJN9N4           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,Reconciled,52.42
,12/06/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:WXGAWCIJ2LJN9N4           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,,52.42
2541,,,,,,,,
,12/09/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-R8A8V3F2K9P6           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,5.36
,12/09/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-R8A8V3F2K9P6           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,5.36
2545,,,,,,,,
,12/09/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-H8C7J7J4T7N0           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,957.3
,12/09/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-H8C7J7J4T7N0           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,957.3
2547,,,,,,,,
,12/09/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-W9F5B5H0M5Y3           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,2194.91
,12/09/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-W9F5B5H0M5Y3           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,2194.91
2542,,,,,,,,
,12/10/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-H7P8O9J9K7K7           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,2645.08
,12/10/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-H7P8O9J9K7K7           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,2645.08
2543,,,,,,,,
,12/10/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-O9O9Y8R7M7F4           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,9955.37
,12/10/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-O9O9Y8R7M7F4           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,9955.37
2544,,,,,,,,
,12/10/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-D9U5A4Q7I2B8           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,10.02
,12/10/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-D9U5A4Q7I2B8           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,10.02
2549,,,,,,,,
,12/10/2024,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX32100           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 345978           XXXXX64705018",Reconciled,80.66
,12/10/2024,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX32100           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 345978           XXXXX64705018",,80.66
2551,,,,,,,,
,12/10/2024,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX26869961             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,4187.58
,12/10/2024,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX26869961             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,4187.58
2554,,,,,,,,
,12/10/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:LVXRAQ4ENCH449X           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,Reconciled,164.04
,12/10/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:LVXRAQ4ENCH449X           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,,164.04
2555,,,,,,,,
,12/10/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:79T9O8QDI0I2XCT           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,Reconciled,51.27
,12/10/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:79T9O8QDI0I2XCT           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,,51.27
2560,,,,,,,,
,12/11/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-B2L0U0B4P2B7           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,1724.5
,12/11/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-B2L0U0B4P2B7           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,1724.5
2562,,,,,,,,
,12/11/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-C1I6W4G8E0W5           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,2492.17
,12/11/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-C1I6W4G8E0W5           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,2492.17
2571,,,,,,,,
,12/11/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:ZYBLTJ9A2U1MH9G           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,Reconciled,118.5
,12/11/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:ZYBLTJ9A2U1MH9G           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,,118.5
2564,,,,,,,,
,12/12/2024,Deposit,,,,AMAZON.CJIYLIINN DES:PAYMENTS   ID:54LIP7ZIGHFZB4Z           INDN:Outdoor Playground Inc  CO ID:XXXXX40102 CCD,Reconciled,2073.26
,12/12/2024,Deposit,,,,AMAZON.CJIYLIINN DES:PAYMENTS   ID:54LIP7ZIGHFZB4Z           INDN:Outdoor Playground Inc  CO ID:XXXXX40102 CCD,,2073.26
2565,,,,,,,,
,12/12/2024,Deposit,,,,Amazon.com.ca In DES:INTL PYMNT ID:128M9HM0000DGD            INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX00247 IAT           PMT INFO: BUS XXXXXXXXXX00008978 128M9HM0000DGD             FOR MORE INFORMATION CONTACT CUSTOMER SERVICE,Reconciled,89.78
,12/12/2024,Deposit,,,,Amazon.com.ca In DES:INTL PYMNT ID:128M9HM0000DGD            INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX00247 IAT           PMT INFO: BUS XXXXXXXXXX00008978 128M9HM0000DGD             FOR MORE INFORMATION CONTACT CUSTOMER SERVICE,,89.78
2567,,,,,,,,
,12/12/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-A5M5N1O0T3V3           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,3925.47
,12/12/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-A5M5N1O0T3V3           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,3925.47
2568,,,,,,,,
,12/12/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-P5M4M7C7X5O1           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,515.55
,12/12/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-P5M4M7C7X5O1           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,515.55
2577,,,,,,,,
,12/13/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-J6L0S6P6L1S9           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,17.53
,12/13/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-J6L0S6P6L1S9           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,17.53
2578,,,,,,,,
,12/13/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-Z1H9V0Q1D1U8           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,588.03
,12/13/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-Z1H9V0Q1D1U8           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,588.03
2579,,,,,,,,
,12/13/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-I0L5L7W1U7S3           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,3549.3
,12/13/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-I0L5L7W1U7S3           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,3549.3
2583,,,,,,,,
,12/13/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:X60ZDMS8L4UHPNM           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,Reconciled,37.91
,12/13/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:X60ZDMS8L4UHPNM           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,,37.91
2587,,,,,,,,
,12/16/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-Y0C0Q2S0I0W2           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,4052.03
,12/16/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-Y0C0Q2S0I0W2           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,4052.03
2588,,,,,,,,
